ds,yhat,yhat_lower,yhat_upper
2025-02-03,4.975911027980237,2.2692658580024125,7.6098018999006785
2025-02-10,5.34719721417407,2.730797647661193,8.08110549244614
2025-02-17,5.679845939813752,2.9963608186544977,8.26594188132094
2025-02-24,5.571338611877685,2.9396122830294322,8.332159013138476
2025-03-03,4.903663769580298,2.1965071975391592,7.5268117635522005
2025-03-10,4.047062007283301,1.2460381460740968,6.6318491103139285
2025-03-17,3.5673497971188635,0.8820834384098859,6.191588382563085
2025-03-24,3.7221748750337116,0.9620853206560447,6.42737139943737
2025-03-31,4.265444982491506,1.405476274777742,6.9026980600249095
2025-04-07,4.7397894056552525,2.097958222736821,7.509167400580647
2025-04-14,4.9136785625727795,2.104334553683243,7.572708692109335
2025-04-21,4.902402391066213,2.230361341016183,7.5218356936240465
2025-04-28,4.907532646968848,2.1225872494119336,7.464848969330937
2025-05-05,4.936916442303596,2.2194558776923095,7.5211128313483995
2025-05-12,4.839045965290848,2.3050696433541944,7.643513693551976
2025-05-19,4.571464102240332,1.7950245954847768,7.224877343908075
2025-05-26,4.336540380112375,1.6253763619504427,6.86435626263236
2025-06-02,4.391336456902337,1.7143867577771605,7.078445463443384
2025-06-09,4.74297513410995,1.985538738157913,7.713073090953852
2025-06-16,5.088239940346307,2.3468334142530995,7.684287205890471
2025-06-23,5.083043778583025,2.4647755289779574,7.7092641504805135
2025-06-30,4.664571741012466,1.802618857547448,7.363902287715063
2025-07-07,4.10538964364329,1.4979012751236918,6.756124262427214
2025-07-14,3.7727859856853505,1.156002774898217,6.356565445282949
2025-07-21,3.847806661837152,1.4317035325100866,6.426549389869005
2025-07-28,4.242597193482088,1.6319029615882226,7.012248808982362
2025-08-04,4.721685191576024,2.21282509753006,7.510372890598724
2025-08-11,5.068563739323502,2.3418126220239626,7.963823317773894
2025-08-18,5.177752463753035,2.5086810425418826,8.036734732397376
2025-08-25,5.071085773060832,2.2873569743381106,7.708365054460001
2025-09-01,4.873574322824948,2.0692781208342472,7.561943612587484
2025-09-08,4.747688552412001,2.1599189767477225,7.460662672515047
2025-09-15,4.789608535036453,2.3594375512065557,7.740564558049649
2025-09-22,4.954907819964403,2.233221397465308,7.843462403890885
2025-09-29,5.094603869918134,2.351145714633134,7.75480489292123
2025-10-06,5.084745087626417,2.237684599581383,7.950984093253758
2025-10-13,4.927514516445077,2.38440566573406,7.762671186676906
2025-10-20,4.729705447417287,1.973624796844341,7.3798833386727605
2025-10-27,4.601765587051781,1.791898527309986,7.255553594021322
2025-11-03,4.595491309497006,1.9545262993845058,7.282839759516634
2025-11-10,4.718997220346782,1.8873280122754372,7.373929191240457
2025-11-17,4.952805220791013,2.0798572197460428,7.849749239057944
2025-11-24,5.210240992368197,2.474198231001888,8.031764703288072
2025-12-01,5.314137133476215,2.6976520636286434,8.058716797094679
2025-12-08,5.098285746392056,2.3960035018706045,7.72139594618115
2025-12-22,4.065703342757514,1.424369024531203,6.825671787701178
